,Men with fragile egos should not have the world's faith placed in them,cnn,"The world could only sit passively by this week as two men toyed with the fate of humanity, on the flawed assumption that Donald Trump and Kim Jong Un had our collective best interests at heart.",ObjectId(5b0a1758d710968affc1612b),,,,
,Traits - State of Decay 2 Wiki Guide - IGN,ign,"Traits - State of Decay 2: Traits define each survivor, and some are much better than others. Each survivor's trait is given at random so there's no telling what you'll get whe...",ObjectId(5b0a1759d710968affc16130),,,,
,Trump Slams Media For Concocting Official Who Actually Ran His White House Briefing,the-huffington-post,Trump called a member of his National Security Council fake news.,ObjectId(5b0a175ad710968affc16134),,,,
,Trump's canceled NK summit: Art of the deal or no deal?,cnn,"After President Donald Trump canceled a historic US-North Korea summit set for June 12, the administration said it would resume its maximum pressure campaign, signaled new sanctions are likely and expressed hope another meeting can be scheduled.",ObjectId(5b0a1ae0d710968affc16196),,,,
,Did these US-South Korean military drills cause Kim's change of heart?,cnn,"Military drills on the Korean Peninsula are always a source of tension, but this year's Max Thunder exercises were on another level.",ObjectId(5b0a1ae1d710968affc1619a),,,,
,"Kim Jong Un Still Committed To Meeting With Trump, South Korea Says",the-huffington-post,South Korean President Moon Jae-in had a surprise meeting with the North Korean leader.,ObjectId(5b0a1ae3d710968affc1619e),,,,
,"Kim Jong Un Reaffirms Korean Denuclearization Push, Looks Forward to Trump Meeting",the-wall-street-journal,South Korean President Moon Jae-in said North Korean leader Kim Jong Un had reaffirmed his commitment to the ???complete denuclearization??ù of the Korean Peninsula and looked forward to meeting President Donald Trump.,ObjectId(5b0a1ae4d710968affc161a2),,,,
,See North Korea's nuclear tunnels go up in smoke - CNN Video,cnn,North Korea appeared to destroy at least three nuclear tunnels and several buildings at its Punggye-ri nuclear test site on May 24.,ObjectId(5b0a21efd710968affc16264),,,,
,"Angels vs. Yankees - Game Recap - May 26, 2018 - ESPN",espn,Get a recap of the Los Angeles Angels vs. New York Yankees baseball game.,ObjectId(5b0a2c7cd710968affc16381),,,,
,Jazz artist Wynton Marsalis says rap and hip-hop are 'more damaging than a statue of Robert E. Lee',the-washington-post,"The Pulitzer Prize-winning musician talks about how his new work ""the ever-funky lowdown"" fits in the current conversation around race and how rap and hip-hop is damaging to that conversation. This interview includes strong language, including the n-word.",ObjectId(5b0a2c7ed710968affc16385),,,,
,Analysis | NBA playoffs: Warriors dismantle Rockets in second half to force winner-take-all Game 7,the-washington-post,Houston and Golden State will face off Monday night in Houston for a berth in the NBA Finals after the Warriors' 115-86 rout,ObjectId(5b0a370cd710968affc164a2),,,,
,"Depraved, drug-snorting puppets defile good name of ???Sesame Street,??? lawsuit over trailer claims",the-washington-post,"???The Happytime Murders??ù is a movie set in an L.A. underworld where puppet stars of a famous children's show live short, filthy lives.",ObjectId(5b0a370dd710968affc164a6),,,,
,Russians killed in Syrian militant raid,bbc-news,"At least four military personnel died in the attack in Deir al-Zour province, Moscow says.",ObjectId(5b0adfcb116e815a7529be70),,,,
,Huge fire at Germany's largest theme park,bbc-news,Thousands of visitors were evacuated when a blaze engulfed part of Europa-Park.,ObjectId(5b0adfcd116e815a7529be74),,,,
,'Insane' lightning strikes parts of UK,bbc-news,"Around 15,000 lightning strikes were recorded in just four hours, BBC Weather said.",ObjectId(5b0adfce116e815a7529be79),,,,
,Deaths mount in Bangladesh drugs crackdown,bbc-news,More than 70 people are killed by security forces as part of an operation under way in the country.,ObjectId(5b0adfcf116e815a7529be7d),,,,
,Inequality in India can be seen from outer space,bbc-news,"Night lights data shows rising inequality between states in India, according to new research",ObjectId(5b0adfd1116e815a7529be81),,,,
,Far-right demo outnumbered in Berlin,bbc-news,"Supporters of far-right party AfD were met by at least twice as many counter-protesters, police said.",ObjectId(5b0adfd2116e815a7529be85),,,,
,Colombia votes in polarised election,bbc-news,The first election since a 2016 peace deal with Farc rebels is held amid sharp political divisions.,ObjectId(5b0adfd3116e815a7529be89),,,,
,Monaco Grand Prix: Daniel Ricciardo fends off Sebastian Vettel for victory,bbc-sport,Daniel Ricciardo drives a masterful race to fend off Sebastian Vettel's Ferrari and win the Monaco Grand Prix in a stricken Red Bull.,ObjectId(5b0adfd5116e815a7529be8d),,,,
,League One play-off final: Rotherham v Shrewsbury,bbc-sport,Follow live text commentary as Rotherham face Shrewsbury in the League One play-off final at Wembley.,ObjectId(5b0adfd6116e815a7529be91),,,,
,French Open 2018: Johanna Konta loses to Yulia Putintseva in first round,bbc-sport,British number one Johanna Konta is knocked out of the French Open in the first round with a 6-4 6-3 defeat by Yulia Putintseva.,ObjectId(5b0adfd7116e815a7529be95),,,,
,Pakistan beat England by nine wickets in first Test at Lord's,bbc-sport,Pakistan beat England by nine wickets with more than five sessions to spare in the first Test of the summer at Lord's.,ObjectId(5b0adfd8116e815a7529be9a),,,,
,Champions League final: Liverpool goalkeeper Loris Karius 'infinitely sorry' for mistakes,bbc-sport,"Liverpool keeper Loris Karius says he is ""infinitely sorry"" after his two mistakes helped Real Madrid beat the Reds in the Champions League final.",ObjectId(5b0adfda116e815a7529be9e),,,,
,PGA Championship: Francesco Molinari wins at Wentworth by two from Rory McIlroy,bbc-sport,Italy's Francesco Molinari wins the PGA Championship by two shots from fellow overnight leader Rory McIlroy at Wentworth.,ObjectId(5b0adfdb116e815a7529bea2),,,,
,Pint-sized TMS: Pakistan thrash England - fourth day highlights,bbc-sport,Pakistan beat England by nine wickets at Lord's as Joe Root's side lose the first Test of a home summer for the first time since 1995.,ObjectId(5b0adfdc116e815a7529bea6),,,,
,French Open 2018: Venus Williams out but Elina Svitolina progresses,bbc-sport,"Venus Williams becomes the biggest-name casualty on the first day of the French Open, losing to world number 91 Wang Qiang.",ObjectId(5b0adfdd116e815a7529beaa),,,,
,England Test captain Joe Root says corruption claims 'outrageous',bbc-sport,"Claims England players were involved in spot-fixing are ""outrageous"", says Test captain Joe Root.",ObjectId(5b0adfdf116e815a7529beae),,,,
,UFC Fight Night 130: UFC president Dana White critical after Darren Till fails to make weight,bbc-sport,"UFC president Dana White labels Darren Till's failure to make the weight for Sunday's welterweight contest against US fighter Stephen Thompson as a ""bad situation"".",ObjectId(5b0adfe0116e815a7529beb2),,,,
,Giuliani Accuses Mueller of Leading `Rigged' Probe Into Trump,bloomberg,"Donald Trump???s lawyer again questioned the legitimacy of Special Counsel Robert Mueller???s ongoing probe into Russian meddling in the 2016 U.S. election, even as a possible interview between Mueller and the president looms.",ObjectId(5b0adfe1116e815a7529beb6),,,,
,OPEC+ Reaches Goal of Wiping Out Oil-Stock Surplus,bloomberg,"OPEC and allied oil producers including Russia concluded that the crude market re-balanced in April, when their collective production cuts achieved a key goal of draining the surplus in global stockpiles.",ObjectId(5b0adfe2116e815a7529bebb),,,,
,Colombia's Economic Model at Stake in Election,bloomberg,"Colombians are voting Sunday for a new president who will face sharp challenges: hundreds of thousands of hungry Venezuelans pouring into the country, the unraveling of a peace accord that ended a 50-year civil war, soaring cocaine production and a stumbling economy.",ObjectId(5b0adfe4116e815a7529bebf),,,,
,Alberto Could Bring $1 Billion in Economic Losses to Gulf Coast,bloomberg,"Slowly strengthening Subtropical Storm Alberto could cause more than $1 billion in economic losses to the U.S. Gulf Coast as it tracks north, bringing a growing threat of floods, but it???s had little impact on offshore energy production.",ObjectId(5b0adfe5116e815a7529bec3),,,,
,Trump Is Right: Someone Is Out to Get Him,bloomberg,All those stories that make the president look bad have a source.,ObjectId(5b0adfe6116e815a7529bec7),,,,
,Trump???s Korea Blunder Is Worse Than It Looks,bloomberg,Kim Jong? Un appears? shrewd. China is stronger. And U.S. allies know not to trust Washington.,ObjectId(5b0adfe8116e815a7529becb),,,,
,Giuliani talks what it would take for Trump to sit down for an interview with Mueller in long-winded CNN appearance,business-insider,"President Donald Trump's lead defense attorney? Rudy Giuliani had a marathon interview on CNN's ""State of the Union"" Sunday morning during which he addressed several of the Trump administration's current stances on special counsel Robert Mueller's probe.",ObjectId(5b0adfe9116e815a7529becf),,,,
,"Mega-mergers are surging at a record pace ??"" and history warns a market crash is looming",business-insider,"BI PRIME: M&A activity is off to a record start in 2018, with more than $2 trillion in deals announced through May 21. While that may seem like a positive on the surface, many pundits across Wall Street have warned it's a late-cycle signal.",ObjectId(5b0adfea116e815a7529bed3),,,,
,"Six months later, Google's Pixel 2 is still one of the best phones in the world",business-insider,"Google's Pixel 2 smartphone is a delight to use: It takes excellent photos, operates quickly, and looks great. Aside from a single issue ??"" the lack of a headphone jack? ??"" it's the perfect smartphone.",ObjectId(5b0adfeb116e815a7529bed8),,,,
,"Stormy Daniels' lawyer Michael Avenatti has become a 'hero' on the left ??""? and he has an aggressive fan base",business-insider,"Stormy Daniels' lawyer Michael Avenatti has a huge and growing fan base. His supporters want to see someone take on President Donald Trump using some of Trump's own tactics ??"" and they believe Avenatti is the only one to do so successfully.",ObjectId(5b0adfed116e815a7529bedc),,,,
,"From private investigators to a 5-hour meeting with superstar lawyer David Boies, here are the lengths Theranos went to contain The Wall Street Journal's bombshell story",business-insider,"In John Carreyrou's new book, ""Bad Blood,"" he details the legal sit-downs with superstar lawyer David Boies, and the suspected private investigators that tailed some of his sources after the company suspected they were speaking with him.",ObjectId(5b0adfee116e815a7529bee0),,,,
,"2018's first named storm, Alberto, expected to slam the Gulf Coast with a foot of rain",business-insider,"Subtropical Storm Alberto is the first major storm of 2018 and Florida, Mississippi, and Alabama have responded by declaring states of emergency. Winds are predicted to be as high as 65 mph, and the storm surge could be damaging, as well.",ObjectId(5b0adff0116e815a7529bee7),,,,
,"""Star Wars"" Isn't Invincible After All",buzzfeed,"Solo: A Star Wars Story debuted with an estimated $83.3 million domestically over its first three days ??"" adjusting for inflation, that even falls behind the Star Wars prequels.",ObjectId(5b0adff3116e815a7529beed),,,,
,How Popular Is Your Taste In Home Decor?,buzzfeed,"Are white walls a classic, or kinda boring?",ObjectId(5b0adff6116e815a7529bef4),,,,
,14 Kids Who Almost Definitely Regret Their Decisions,buzzfeed,Regrets aren't just for adults.,ObjectId(5b0adff7116e815a7529bef8),,,,
,"Ride sharing start-ups are gunning for Uber ??"" but success in 4 areas may separate the winners from losers",cnbc,"Turning a profit, understanding the local market, playing nice with SoftBank and balancing jobs with new technology could determine which start-up has the leading edge.",ObjectId(5b0adffd116e815a7529bf02),,,,
,"As computers get harder to crack, thieves are pillaging mailboxes",cnbc,"""Mail fishing"" is when people use tools to retrieve envelopes out of the blue mailboxes lining the streets, and it's on the rise, according to law enforcement officials.",ObjectId(5b0adffe116e815a7529bf06),,,,
,"Koreas discussing possible non-aggression pledge, peace treaty talks ahead of N.Korea-U.S. summit",cnbc,South Korean President Moon Jae-in and North Korean leader Kim Jong Un held a surprise second meeting on Saturday.,ObjectId(5b0ae000116e815a7529bf0b),,,,
,How to see everything Amazon Echo has recorded on you,cnbc,Here's how to find everything Amazon Echo has recorded on you.,ObjectId(5b0ae001116e815a7529bf0f),,,,
,Rudy Giuliani says Mueller's office may limit questions Trump can be asked to just 2: Collusion and obstruction,cnbc,"Rudy Giuliani, President Trump's personal lawyer, told CNN that the questions the special counsel's office may ask the president about Russia could be limited to just two areas.",ObjectId(5b0ae002116e815a7529bf13),,,,
,Why Americans have fallen out of love with NASCAR,cnbc,"Americans have been swiftly falling out of love with NASCAR. The iconic US sports league has had an undeniably rough few years, from a rapid drop in TV ratings, to sponsor attrition. Here's a look at what might have gone wrong for NASCAR.",ObjectId(5b0ae004116e815a7529bf17),,,,
,Giuliani says origin of Mueller probe was 'illegitimate',cnn,"President Donald Trump's lawyer, Rudy Giuliani, defended the President's political attacks against special counsel Robert Mueller's investigation into the Trump campaign, suggesting that the origins of the probe are illegitimate.",ObjectId(5b0ae005116e815a7529bf1b),,,,
,Meet the Mueller team,cnn,"Special counsel Robert Mueller assembled a team of at least 17 lawyers for his investigation of Russian interference in the 2016 election and potential collusion between the Trump campaign and Russia. The investigation has already led to charges against 22 people and entities, including four associates of President Donald Trump. Mueller brought on private-sector attorneys and prosecutors from the Department of Justice. Here are biographies of the 17 lawyers known to be working on Mueller???s team.",ObjectId(5b0ae00a116e815a7529bf26),,,,
,Five times an incendiary pro-Trump claim on Russia fell flat,cnn,"President Donald Trump ended last week with a provocative tweet: ""Reports are there was indeed at least one FBI representative implanted, for political purposes, into my campaign for president. It took place very early on, and long before the phony Russia Hoax became a 'hot' Fake News story. If true - all time biggest political scandal!""",ObjectId(5b0ae00c116e815a7529bf2a),,,,
,US delegation travels to North Korea for potential summit preparation,cnn,"A US delegation traveled to North Korea on Sunday for preparatory talks ahead of a potential meeting between President Donald Trump and North Korean leader Kim Jong Un, three senior US officials with knowledge of the situation tell CNN.",ObjectId(5b0ae00d116e815a7529bf2e),,,,
,Green to start in place of hurt Love in Game 7,espn,"Jeff Green will replace the injured Kevin Love in the Cavaliers' starting lineup for Game 7 Sunday, coach Tyronn Lue announced.",ObjectId(5b0ae010116e815a7529bf34),,,,
,Ricciardo battles car issues to secure Monaco victory,espn,Daniel Ricciardo secured a victory against the odds at the Monaco Grand Prix after grappling with power unit issues for two-thirds of the 78-lap race.,ObjectId(5b0ae011116e815a7529bf38),,,,
,Klay-day: Warriors star evokes Game 6 heroics,espn,"Klay Thompson hit nine 3-pointers to lead the Warriors to victory in a must-win Game 6 against the Rockets, a performance that coach Steve Kerr described as ""fantastic.""",ObjectId(5b0ae012116e815a7529bf3c),,,,
,Rockets 'still confident' despite CP3 uncertainty,espn,"James Harden and Gerald Green were among those who emphasized the Rockets' confidence heading into a decisive Game 7 on their home turn, even as star point guard Chris Paul's status remains in doubt due to a hamstring strain.",ObjectId(5b0ae013116e815a7529bf41),,,,
,Resident Evil 7 for Switch Sounds Complicated - IGN Daily Fix - IGN Video,ign,"Shazam sips on a drink, H1Z1 has a strong start on PS4 and Resident Evil 7 gets announced for Nintendo Switch in Japan. It's the top 5 news stories you might???ve missed.",ObjectId(5b0ae015116e815a7529bf45),,,,
,"Daily Deals: NES Classic Edition Preorders Open, Madden NFL 19 for $45.22, Gaming Laptop Sale - IGN",ign,"Mario + Rabbids Kingdom Battle for $29.88, Titanfall 2 with Nitro Scorch Pack for $5, Switch comfort grip case for $7.99, and more.",ObjectId(5b0ae016116e815a7529bf49),,,,
,Harry Potter Hogwarts Mystery's Biggest Problem Isn't Its Energy Mechanic - IGN,ign,"???We must all face the choice between what is right, and what is easy??ù",ObjectId(5b0ae019116e815a7529bf4f),,,,
,The Best Tenkeyless Mechanical Gaming Keyboard - IGN,ign,How often do you really use the number pad anyway? Here are our picks for the best compact tenkeyless gaming keyboards.,ObjectId(5b0ae01a116e815a7529bf52),,,,
,Killer7 is coming to Steam fall 2018,polygon,But was that an emulator being used in the trailer?,ObjectId(5b0ae01b116e815a7529bf56),,,,
,The Supreme Court's Arbitration Ruling Is Already Screwing Thousands Of Chipotle Workers,the-huffington-post,"The burrito chain has asked a court to exclude 2,814 workers from a massive wage theft lawsuit because they signed mandatory arbitration agreements.",ObjectId(5b0ae01c116e815a7529bf5a),,,,
,Trump Mourns 'Young And Beautiful' Lives 'Destroyed' By Russia Probe,the-huffington-post,At least 19 people have been charged in special counsel Robert Mueller's investigation.,ObjectId(5b0ae01e116e815a7529bf5f),,,,
,Chelsea Clinton: Trump Degrades 'What It Means To Be An American',the-huffington-post,The 38-year-old philanthropist didn't hold back in her interview with The Guardian.,ObjectId(5b0ae020116e815a7529bf65),,,,
,U.S. Navy Warships Sail Near Contested South China Sea Islands,the-huffington-post,The two vessels sailed close to the Paracel Islands on Sunday -- a move likely to anger Beijing.,ObjectId(5b0ae022116e815a7529bf69),,,,
,RFK Jr. Seeking New Investigation Into His Father's Death,the-huffington-post,He believes there was a second gunman.,ObjectId(5b0ae023116e815a7529bf6d),,,,
,Ireland Votes to End Abortion Ban in Rebuke to Catholic Church,the-new-york-times,The referendum was the latest sign of a drift toward liberalism in a country that only recently installed a gay man as prime minister and allowed same-sex marriage.,ObjectId(5b0ae024116e815a7529bf71),,,,
,"Photos From Ireland, as ???Yes??? Supporters Celebrate Vote to Legalize Abortion",the-new-york-times,Prime Minister of Ireland Leo Varadkar called the result of Ireland's referendum on abortion a ???culmination of a quiet revolution that???s been taking place in Ireland for the past 10 or 20 years.??ù,ObjectId(5b0ae026116e815a7529bf75),,,,
,U.S. Officials Visit North Korea to Prepare for a Trump-Kim Summit,the-wall-street-journal,"The U.S. has sent a delegation of senior government officials to North Korea to hammer out plans for a potential summit meeting between President Donald Trump and North Korean leader Kim Jong Un, a person familiar with the matter said.",ObjectId(5b0ae029116e815a7529bf7c),,,,
,The Split-Screen Existence of Jeff Sessions and Rod Rosenstein,the-wall-street-journal,"Attorney General Jeff Sessions, recused from the probe into Russian election meddling, has pursued immigration and crime policy changes while Deputy Attorney General Rod Rosenstein has fought on the political front lines.",ObjectId(5b0ae02a116e815a7529bf80),,,,
,"Probes, Cyberattack Distract Atlanta as It Tries to Woo Amazon",the-wall-street-journal,"As Atlanta looks to lure Amazon and other corporate giants to the region, its new mayor has found her efforts stymied by scandals from the outgoing administration and the aftereffects of a crippling cyberattack.",ObjectId(5b0ae02b116e815a7529bf84),,,,
,Can the Biggest U.S. Bitcoin Exchange Win Over Wall Street?,the-wall-street-journal,Coinbase enjoyed phenomenal growth in late 2017 as small investors piled into bitcoin.Now it is trying to attract hedge funds and other big investors.,ObjectId(5b0ae02d116e815a7529bf88),,,,
,Hollywood Studios Hit Plot Twist in Talks With China,the-wall-street-journal,U.S. movie studios have hit an impasse in talks with China about a new film-distribution agreement on market access for Hollywood films in China.,ObjectId(5b0ae02e116e815a7529bf8c),,,,
,Qatar Orders Contraband Saudi Products Off Store Shelves,the-wall-street-journal,"Qatar directed shopkeepers to clear their stores of contraband goods from Saudi Arabia and other neighboring countries, the latest salvo in the economic battle among former Middle East allies that shows no signs of easing.",ObjectId(5b0ae02f116e815a7529bf90),,,,
,Dwindling Farmland Sparks a Deadly Conflict in Nigeria,the-wall-street-journal,The clashes between Christian farming communities and Muslim herdsmen put President Muhammadu Buhari???s security pledges to the test before elections.,ObjectId(5b0ae030116e815a7529bf94),,,,
,Japan???s Videogames Are Winning Over U.S. Gamers,the-wall-street-journal,"Videogame developers in Japan are creating more U.S. hits, like ???DanMachi??ù and ???Persona 5,??ù with compelling stories and anime-style animation that resonate with Americans raised on Pok??mon and Yu-Gi-Oh!",ObjectId(5b0ae032116e815a7529bf99),,,,
,U.S. officials hold summit preparation talks despite uncertainty surrounding Trump-Kim meeting,the-washington-post,A team has been dispatched to the North Korean side of the DMZ to discuss denuclearization.,ObjectId(5b0ae033116e815a7529bf9d),,,,
,A 50-year-old mystery: Who???s that wading in the Lincoln Memorial???s Reflecting Pool?,the-washington-post,How a sublime photograph taken during Martin Luther King Jr.???s Poor People???s Campaign became a decades-long obsession.,ObjectId(5b0ae036116e815a7529bfa3),,,,
,Review | John McCain reports for duty in his own heroically touching HBO tribute,the-washington-post,"Documentary provides friend and foe alike a chance to speak highly of the living ??"" but dying ??"" senator.",ObjectId(5b0ae037116e815a7529bfa7),,,,
,Here???s what was happening the last time the Capitals advanced to the Stanley Cup finals,the-washington-post,'The Truman Show' was a box office hit in June 1998.,ObjectId(5b0ae039116e815a7529bfab),,,,
,'Solo' bombs at the box office taking in only $83 million over the weekend and $101 million by Memorial Day,business-insider,"The latest ""Star Wars"" movie, ""Solo,"" has a shockingly low box office over Memorial Day weekend and gets nowhere near the record for largest opening over the holiday weekend.",ObjectId(5b0ae03a116e815a7529bfaf),,,,
,A booming California coffee chain says it knows the key to one of Starbucks??? biggest customer problems,business-insider,"After a white Starbucks manager called the police on two black customers in Philadelphia, Red Bay Coffee in California saw their sales shoot up by 160%. Founder Keba Konte says that the majority of his company's management is comprised of people of color, helping curb racial bias.",ObjectId(5b0ae03b116e815a7529bfb3),,,,
,"The Golf Club 2019 gets the PGA Tour, real-world courses",polygon,"The Golf Club 2019 gets PGA Tour backing, courses and more",ObjectId(5b0ae043116e815a7529bfc0),,,,
,The Evangelical Fight to Win Back California,the-new-york-times,"As the primary approaches, Franklin Graham brings Jesus ??"" and a conservative political message ??"" to a state with a vast pool of evangelical voters.",ObjectId(5b0ae044116e815a7529bfc4),,,,
,14 Prom Beauty And Style Hacks You Definitely Want To Know,buzzfeed,Now all you've got to worry about is having fun at prom.,ObjectId(5b0ae3c9116e815a7529c026),,,,
,Steelers' Bell raps on being 'target' for critics,espn,"Le'Veon Bell raps about the criticism he is receiving over his contract drama with the Steelers in a new song titled ""Target.""",ObjectId(5b0ae3cb116e815a7529c02a),,,,
,Colombians Vote for First Post-War Leader After Half-Century Conflict,the-wall-street-journal,"Voters cast ballots on Sunday in a presidential election between five candidates who offer starkly different proposals for modernizing a country that, until recently, was locked in a long guerrilla conflict.",ObjectId(5b0ae3cc116e815a7529c02f),,,,
,World Cup 2018: Mohamed Salah 'confident' of playing for Egypt despite Champions League final injury,bbc-sport,"Mohamed Salah says he is ""confident"" of playing in the World Cup after suffering a shoulder injury in the Champions League final.",ObjectId(5b0ae751116e815a7529c091),,,,
,???Westworld??? co-creator Lisa Joy quit her corporate job on the spot to follow her dream of being a writer,cnbc,"""Westworld"" co-creator Lisa Joy had just earned a law degree from Harvard when she decided to chase her dream of being a Hollywood screenwriter.",ObjectId(5b0ae754116e815a7529c097),,,,
,Electrical storms light up UK skies,bbc-news,"Some of the best footage of last night's light show and the 15,000 lightning strikes that came with it.",ObjectId(5b0aead9116e815a7529c0f9),,,,
,Rotherham United 2-1 Shrewsbury Town (AET),bbc-sport,Richard Wood scores twice as Rotherham beat Shrewsbury after extra-time in the League One play-off final at Wembley.,ObjectId(5b0aeadc116e815a7529c100),,,,
,"31 Hilarious ""Seinfeld"" Scenes That Will Make You Go, ""I Miss Those Assholes!""",buzzfeed,This is a post about nothing.,ObjectId(5b0aeadd116e815a7529c104),,,,
,"50 books that inspire Elon Musk, Jeff Bezos and other tech titans",cnbc,Need a book to read over Memorial Day weekend? We've got you covered.,ObjectId(5b0aeadf116e815a7529c108),,,,
,Almost Half Of Republicans Believe Millions Voted Illegally In The 2016 Election,the-huffington-post,Republicans also said by a 56-point margin that voter fraud is a more widespread problem than eligible voters being prevented from voting.,ObjectId(5b0aeae1116e815a7529c110),,,,
,China Protests U.S. Warships in Disputed Waters,the-wall-street-journal,"China criticized the U.S. for sending two warships into South China Sea waters that Beijing considers its territory, amid simmering bilateral tensions over trade and North Korea.",ObjectId(5b0aeae2116e815a7529c114),,,,
,Why Aren???t Companies Spending More?,the-wall-street-journal,The renaissance in capital spending the tax cut was supposed to bring about isn???t showing up in the economic data.,ObjectId(5b0aeae4116e815a7529c118),,,,
,Analysis | What the legal process looks like for an immigrant child taken away from his parents,the-washington-post,How a support organization for child immigrants is dealing with the crisis at the border.,ObjectId(5b0aeae5116e815a7529c11c),,,,
,A photo emerges and a Va. school system???s use of seclusion comes under scrutiny,the-washington-post,Families and advocates are alarmed by what they view as harsh treatment of students.,ObjectId(5b0aeae7116e815a7529c120),,,,
,Chris Froome wins Giro d'Italia to claim historic Grand Tour treble,bbc-sport,Chris Froome becomes the first Briton to win the Giro d'Italia and only the seventh man to claim all three Grand Tour titles.,ObjectId(5b0aee6c116e815a7529c182),,,,
,"Here's What The ""It"" Kids Will Look Like As Adults In ""It: Chapter Two""",buzzfeed,This is looking TWO good.,ObjectId(5b0aee6e116e815a7529c186),,,,
,Xbox 360???s system was just updated for the first time in two years,polygon,"Discontinued, but still supported",ObjectId(5b0aee70116e815a7529c18d),,,,
,UFC Liverpool: Thompson v Till - text & radio,bbc-sport,GB's Darren Till challenges Stephen Thompson at UFC Fight Night 130: Liverpool - listen to BBC Radio 5 live sports extra and follow text updates.,ObjectId(5b0af1f6116e815a7529c1ee),,,,
,Here's How To Rely Less On Recipes And Become A Better Cook,buzzfeed,No recipes required.,ObjectId(5b0af1f7116e815a7529c1f3),,,,
,Red Sox's Betts scratched with side injury,espn,Mookie Betts was scratched from the Red Sox lineup with tightness in his left side.,ObjectId(5b0af1f8116e815a7529c1f7),,,,
,"If you invested $1,000 in Netflix in 2007, here???s how much you???d have now",cnbc,"Video-streaming service Netflix, which continues to expand its reach, has proven to be an excellent investment.",ObjectId(5b0af57f116e815a7529c25a),,,,
,Salah 'confident' of playing in World Cup,espn,"Salah departed after injuring his shoulder in a duel with Madrid captain Sergio Ramos, but he is confident of representing his country in Russia.",ObjectId(5b0af580116e815a7529c25e),,,,
,Killer7 Is Getting Remastered for Release on Steam - IGN,ign,"After 13 years, Killer7 is back, this time for a release on Steam.",ObjectId(5b0af582116e815a7529c262),,,,
,US and N Korea preparing leaders' summit,bbc-news,The two sides hold talks in the latest sign that the on-off Trump-Kim summit will be held after all.,ObjectId(5b0af907116e815a7529c2c4),,,,
,China???s secret goal is to crush Silicon Valley,cnbc,"China's share of the global venture capital industry is growing rapidly, along with a rise in tech unicorns. The trend threatens the supremacy of Silicon Valley.",ObjectId(5b0af90a116e815a7529c2c8),,,,
,US officials in summit planning talks at the border between North and South Korea,cnbc,"A U.S. delegation is meeting with North Korean officials in Panmunjom, at the border between North and South Korea, about a possible U.S.-North Korea summit, a State Department spokeswoman said on Sunday.",ObjectId(5b0af90c116e815a7529c2cd),,,,
,"Made in America: Factory tours let you see what's made, and where",cnbc,"The physical ""Made in America"" label has become less common to spot, but everything from automobiles and airplanes to washboards and whistles are still made in U.S. factories.",ObjectId(5b0af90e116e815a7529c2d1),,,,
,The N64 Classic Needs These Games - IGN Video,ign,Join the NVC crew as they discuss what games they think Nintendo needs to include on the N64 Classic.,ObjectId(5b0af90f116e815a7529c2d5),,,,
,Everything We Know About Anthem - Hot Keys - IGN Video,ign,"James and Destin chat about what we know so far about BioWare's newest game, Anthem.",ObjectId(5b0af911116e815a7529c2d9),,,,
,Rudy Giuliani Admits White House Is Trying To Discredit Russia Investigation,the-huffington-post,"???It is for public opinion,??ù the Trump lawyer said of the near-daily attacks on the probe.",ObjectId(5b0af913116e815a7529c2dd),,,,
,"Danica Patrick Crashes At Indy 500, Final Race Of Her Career",the-huffington-post,The 36-year-old American climbed out of the car and appeared uninjured.,ObjectId(5b0af914116e815a7529c2e1),,,,
,"Republicans, Democrats Dispute White House View That Campaign Informant Was Improper",the-wall-street-journal,Top lawmakers from both parties and a former leader in the U.S. intelligence community disputed President Donald Trump???s accusation that the FBI improperly embedded a ???spy??ù in his 2016 campaign as part of an effort to keep him from winning the election.,ObjectId(5b0af916116e815a7529c2e6),,,,
,"???Throw the bums out??? of Congress to protect Russia probe, top Democrat says",the-washington-post,Rep. Schiff???s appeal to voters comes as the GOP remains divided over how seriously to take Trump???s claims about FBI informant.,ObjectId(5b0af918116e815a7529c2ea),,,,
,Italy's Conte gives up bid for government,bbc-news,Giuseppe Conte renounces his attempt to become PM amid reports the president vetoed his economy pick.,ObjectId(5b0afc9d116e815a7529c34c),,,,
,Jurgen Klopp: Liverpool boss joins fans to sing defiant song after losing to Real Madrid,bbc-sport,"Jurgen Klopp appears in good spirits after his side's Champions League final defeat by Real Madrid, as he joins Reds fans to sing a defiant song about bringing the trophy ""back to Liverpool"".",ObjectId(5b0afc9e116e815a7529c350),,,,
,French Open 2018: Venus Williams and Jelena Ostapenko lose in first round,bbc-sport,Defending champion Jelena Ostapenko and ninth seed Venus Williams are the biggest casualties on day one of the French Open.,ObjectId(5b0afca0116e815a7529c354),,,,
,23 Money-Saving Tips Frugal People Actually Swear By,buzzfeed,"""Think about what you want to buy in terms of the hours it took you to earn that money.""",ObjectId(5b0afca1116e815a7529c358),,,,
,Perspective | Elon Musk wants to fix media mistrust with a dopey rating system. There???s a better way.,the-washington-post,"The news industry needs a solution for its worst crisis, not a tech billionaire???s whim.",ObjectId(5b0afca5116e815a7529c362),,,,
